order_item_id,order_id,product_id,customer_id,first_name,last_name,email,city,country,age,gender,membership_tier,registration_date,order_date,status,payment_method,shipping_city,shipping_country,product_name,category,brand,product_list_price,unit_cost,quantity,unit_price,discount_pct,line_gross,line_net,line_profit
105,33,12,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2023-06-16,Shipped,Credit Card,Jakarta,Indonesia,Air Purifier,Home & Living,CleanAir,249.0,100.0,1,249.0,0,249.0,249.0,149.0
106,33,5,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2023-06-16,Shipped,Credit Card,Jakarta,Indonesia,Smartwatch,Electronics,TechPro,299.0,130.0,3,299.0,0,897.0,897.0,507.0
107,33,8,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2023-06-16,Shipped,Credit Card,Jakarta,Indonesia,Running Shoes,Clothing,SpeedStep,119.0,45.0,2,119.0,10,238.0,214.2,133.2
108,34,3,12,Leo,Smith,leo.smith@email.com,Bangkok,Thailand,28,Female,Gold,2021-03-23,2023-12-07,Cancelled,Debit Card,Hanoi,Vietnam,Wireless Headphones,Electronics,SoundMax,149.0,60.0,4,149.0,5,596.0,566.2,338.2
109,34,6,12,Leo,Smith,leo.smith@email.com,Bangkok,Thailand,28,Female,Gold,2021-03-23,2023-12-07,Cancelled,Debit Card,Hanoi,Vietnam,Men's T-Shirt,Clothing,FashionX,29.9,8.0,4,29.9,15,119.6,101.66,74.46
110,35,20,18,Rachel,Anderson,rachel.anderson@email.com,Bangkok,Thailand,58,Female,Silver,2021-03-09,2023-06-13,Shipped,Credit Card,Kuala Lumpur,Malaysia,Resistance Bands Set,Sports,FitLife,25.0,7.0,1,25.0,5,25.0,23.75,17.1
111,35,11,18,Rachel,Anderson,rachel.anderson@email.com,Bangkok,Thailand,58,Female,Silver,2021-03-09,2023-06-13,Shipped,Credit Card,Kuala Lumpur,Malaysia,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,4,89.0,15,356.0,302.6,183.6
112,35,19,18,Rachel,Anderson,rachel.anderson@email.com,Bangkok,Thailand,58,Female,Silver,2021-03-09,2023-06-13,Shipped,Credit Card,Kuala Lumpur,Malaysia,Yoga Mat,Sports,FitLife,35.0,10.0,3,35.0,20,105.0,84.0,60.0
113,35,5,18,Rachel,Anderson,rachel.anderson@email.com,Bangkok,Thailand,58,Female,Silver,2021-03-09,2023-06-13,Shipped,Credit Card,Kuala Lumpur,Malaysia,Smartwatch,Electronics,TechPro,299.0,130.0,3,299.0,10,897.0,807.3,456.3
114,35,15,18,Rachel,Anderson,rachel.anderson@email.com,Bangkok,Thailand,58,Female,Silver,2021-03-09,2023-06-13,Shipped,Credit Card,Kuala Lumpur,Malaysia,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,1,49.9,0,49.9,49.9,33.9
115,36,3,31,Emma,Hall,emma.hall@email.com,Singapore,Singapore,29,Female,Gold,2022-05-16,2023-08-16,Shipped,PayNow,Bangkok,Thailand,Wireless Headphones,Electronics,SoundMax,149.0,60.0,1,149.0,0,149.0,149.0,89.0
116,36,10,31,Emma,Hall,emma.hall@email.com,Singapore,Singapore,29,Female,Gold,2022-05-16,2023-08-16,Shipped,PayNow,Bangkok,Thailand,Winter Jacket,Clothing,WarmWear,199.0,75.0,3,199.0,0,597.0,597.0,372.0
117,36,15,31,Emma,Hall,emma.hall@email.com,Singapore,Singapore,29,Female,Gold,2022-05-16,2023-08-16,Shipped,PayNow,Bangkok,Thailand,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,1,49.9,10,49.9,44.91,30.51
118,36,18,31,Emma,Hall,emma.hall@email.com,Singapore,Singapore,29,Female,Gold,2022-05-16,2023-08-16,Shipped,PayNow,Bangkok,Thailand,SQL Mastery Guide,Books,TechBooks,34.9,9.0,4,34.9,5,139.6,132.62,98.42
119,36,2,31,Emma,Hall,emma.hall@email.com,Singapore,Singapore,29,Female,Gold,2022-05-16,2023-08-16,Shipped,PayNow,Bangkok,Thailand,Smartphone,Electronics,TechPro,899.0,500.0,1,899.0,5,899.0,854.05,379.05
120,37,7,20,Tina,Jackson,tina.jackson@email.com,Jakarta,Indonesia,37,Female,Platinum,2021-09-29,2023-08-22,Completed,Debit Card,Bangkok,Thailand,Women's Dress,Clothing,FashionX,79.9,22.0,1,79.9,5,79.9,75.9,55.0
121,37,11,20,Tina,Jackson,tina.jackson@email.com,Jakarta,Indonesia,37,Female,Platinum,2021-09-29,2023-08-22,Completed,Debit Card,Bangkok,Thailand,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,1,89.0,20,89.0,71.2,43.2
122,37,16,20,Tina,Jackson,tina.jackson@email.com,Jakarta,Indonesia,37,Female,Platinum,2021-09-29,2023-08-22,Completed,Debit Card,Bangkok,Thailand,Data Engineering Handbook,Books,TechBooks,59.9,15.0,3,59.9,15,179.7,152.74,114.49
123,37,17,20,Tina,Jackson,tina.jackson@email.com,Jakarta,Indonesia,37,Female,Platinum,2021-09-29,2023-08-22,Completed,Debit Card,Bangkok,Thailand,Python Cookbook,Books,TechBooks,44.9,12.0,1,44.9,10,44.9,40.41,29.61
124,37,5,20,Tina,Jackson,tina.jackson@email.com,Jakarta,Indonesia,37,Female,Platinum,2021-09-29,2023-08-22,Completed,Debit Card,Bangkok,Thailand,Smartwatch,Electronics,TechPro,299.0,130.0,2,299.0,0,598.0,598.0,338.0
125,38,15,26,Zach,Martinez,zach.martinez@email.com,Phnom Penh,Cambodia,39,Female,Bronze,2022-11-30,2023-12-03,Completed,PayNow,Manila,Philippines,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,2,49.9,0,99.8,99.8,67.8
126,38,20,26,Zach,Martinez,zach.martinez@email.com,Phnom Penh,Cambodia,39,Female,Bronze,2022-11-30,2023-12-03,Completed,PayNow,Manila,Philippines,Resistance Bands Set,Sports,FitLife,25.0,7.0,3,25.0,0,75.0,75.0,54.0
127,39,14,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2024-10-18,Shipped,Bank Transfer,Phnom Penh,Cambodia,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,1,69.9,0,69.9,69.9,47.9
128,39,11,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2024-10-18,Shipped,Bank Transfer,Phnom Penh,Cambodia,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,1,89.0,10,89.0,80.1,48.6
129,39,2,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2024-10-18,Shipped,Bank Transfer,Phnom Penh,Cambodia,Smartphone,Electronics,TechPro,899.0,500.0,4,899.0,0,3596.0,3596.0,1596.0
130,39,19,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2024-10-18,Shipped,Bank Transfer,Phnom Penh,Cambodia,Yoga Mat,Sports,FitLife,35.0,10.0,3,35.0,15,105.0,89.25,63.75
131,40,5,22,Victor,Harris,victor.harris@email.com,Phnom Penh,Cambodia,53,Male,Bronze,2021-05-22,2023-01-29,Completed,Debit Card,Kuala Lumpur,Malaysia,Smartwatch,Electronics,TechPro,299.0,130.0,3,299.0,15,897.0,762.45,430.95
132,40,11,22,Victor,Harris,victor.harris@email.com,Phnom Penh,Cambodia,53,Male,Bronze,2021-05-22,2023-01-29,Completed,Debit Card,Kuala Lumpur,Malaysia,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,4,89.0,0,356.0,356.0,216.0
133,40,3,22,Victor,Harris,victor.harris@email.com,Phnom Penh,Cambodia,53,Male,Bronze,2021-05-22,2023-01-29,Completed,Debit Card,Kuala Lumpur,Malaysia,Wireless Headphones,Electronics,SoundMax,149.0,60.0,1,149.0,0,149.0,149.0,89.0
134,40,20,22,Victor,Harris,victor.harris@email.com,Phnom Penh,Cambodia,53,Male,Bronze,2021-05-22,2023-01-29,Completed,Debit Card,Kuala Lumpur,Malaysia,Resistance Bands Set,Sports,FitLife,25.0,7.0,4,25.0,15,100.0,85.0,61.2
135,40,12,22,Victor,Harris,victor.harris@email.com,Phnom Penh,Cambodia,53,Male,Bronze,2021-05-22,2023-01-29,Completed,Debit Card,Kuala Lumpur,Malaysia,Air Purifier,Home & Living,CleanAir,249.0,100.0,3,249.0,20,747.0,597.6,357.6
136,41,17,38,Mike,Nguyen,mike.nguyen@email.com,Kuala Lumpur,Malaysia,43,Male,Silver,2021-08-19,2023-09-29,Completed,Bank Transfer,Singapore,Singapore,Python Cookbook,Books,TechBooks,44.9,12.0,4,44.9,10,179.6,161.64,118.44
137,41,3,38,Mike,Nguyen,mike.nguyen@email.com,Kuala Lumpur,Malaysia,43,Male,Silver,2021-08-19,2023-09-29,Completed,Bank Transfer,Singapore,Singapore,Wireless Headphones,Electronics,SoundMax,149.0,60.0,3,149.0,0,447.0,447.0,267.0
138,42,10,28,Brian,Clark,brian.clark@email.com,Manila,Philippines,54,Male,Bronze,2023-09-04,2023-12-20,Shipped,Bank Transfer,Ho Chi Minh City,Vietnam,Winter Jacket,Clothing,WarmWear,199.0,75.0,3,199.0,20,597.0,477.6,297.6
139,42,6,28,Brian,Clark,brian.clark@email.com,Manila,Philippines,54,Male,Bronze,2023-09-04,2023-12-20,Shipped,Bank Transfer,Ho Chi Minh City,Vietnam,Men's T-Shirt,Clothing,FashionX,29.9,8.0,4,29.9,0,119.6,119.6,87.6
140,42,7,28,Brian,Clark,brian.clark@email.com,Manila,Philippines,54,Male,Bronze,2023-09-04,2023-12-20,Shipped,Bank Transfer,Ho Chi Minh City,Vietnam,Women's Dress,Clothing,FashionX,79.9,22.0,2,79.9,0,159.8,159.8,115.8
141,43,3,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-04-29,Processing,Debit Card,Hanoi,Vietnam,Wireless Headphones,Electronics,SoundMax,149.0,60.0,1,149.0,10,149.0,134.1,80.1
142,43,10,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-04-29,Processing,Debit Card,Hanoi,Vietnam,Winter Jacket,Clothing,WarmWear,199.0,75.0,1,199.0,15,199.0,169.15,105.4
143,44,20,17,Quinn,Taylor,quinn.taylor@email.com,Singapore,Singapore,42,Female,Gold,2021-08-23,2023-02-15,Completed,Bank Transfer,Hanoi,Vietnam,Resistance Bands Set,Sports,FitLife,25.0,7.0,2,25.0,0,50.0,50.0,36.0
144,44,5,17,Quinn,Taylor,quinn.taylor@email.com,Singapore,Singapore,42,Female,Gold,2021-08-23,2023-02-15,Completed,Bank Transfer,Hanoi,Vietnam,Smartwatch,Electronics,TechPro,299.0,130.0,2,299.0,20,598.0,478.4,270.4
145,44,13,17,Quinn,Taylor,quinn.taylor@email.com,Singapore,Singapore,42,Female,Gold,2021-08-23,2023-02-15,Completed,Bank Transfer,Hanoi,Vietnam,Desk Lamp,Home & Living,LumiLight,39.9,12.0,2,39.9,15,79.8,67.83,47.43
146,45,2,35,Isla,Wright,isla.wright@email.com,Vientiane,Laos,49,Male,Silver,2022-06-25,2024-12-04,Completed,GrabPay,Bangkok,Thailand,Smartphone,Electronics,TechPro,899.0,500.0,4,899.0,10,3596.0,3236.4,1436.4
147,45,14,35,Isla,Wright,isla.wright@email.com,Vientiane,Laos,49,Male,Silver,2022-06-25,2024-12-04,Completed,GrabPay,Bangkok,Thailand,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,3,69.9,20,209.7,167.76,114.96
148,45,12,35,Isla,Wright,isla.wright@email.com,Vientiane,Laos,49,Male,Silver,2022-06-25,2024-12-04,Completed,GrabPay,Bangkok,Thailand,Air Purifier,Home & Living,CleanAir,249.0,100.0,4,249.0,0,996.0,996.0,596.0
149,45,8,35,Isla,Wright,isla.wright@email.com,Vientiane,Laos,49,Male,Silver,2022-06-25,2024-12-04,Completed,GrabPay,Bangkok,Thailand,Running Shoes,Clothing,SpeedStep,119.0,45.0,2,119.0,0,238.0,238.0,148.0
150,46,7,5,Eve,Chan,eve.chan@email.com,Yangon,Myanmar,59,Female,Bronze,2021-08-14,2024-11-11,Processing,PayNow,Ho Chi Minh City,Vietnam,Women's Dress,Clothing,FashionX,79.9,22.0,3,79.9,20,239.7,191.76,138.96
151,46,12,5,Eve,Chan,eve.chan@email.com,Yangon,Myanmar,59,Female,Bronze,2021-08-14,2024-11-11,Processing,PayNow,Ho Chi Minh City,Vietnam,Air Purifier,Home & Living,CleanAir,249.0,100.0,4,249.0,10,996.0,896.4,536.4
152,46,15,5,Eve,Chan,eve.chan@email.com,Yangon,Myanmar,59,Female,Bronze,2021-08-14,2024-11-11,Processing,PayNow,Ho Chi Minh City,Vietnam,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,4,49.9,0,199.6,199.6,135.6
153,46,18,5,Eve,Chan,eve.chan@email.com,Yangon,Myanmar,59,Female,Bronze,2021-08-14,2024-11-11,Processing,PayNow,Ho Chi Minh City,Vietnam,SQL Mastery Guide,Books,TechBooks,34.9,9.0,2,34.9,20,69.8,55.84,41.44
154,47,5,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2023-05-08,Processing,PayNow,Manila,Philippines,Smartwatch,Electronics,TechPro,299.0,130.0,1,299.0,15,299.0,254.15,143.65
155,47,9,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2023-05-08,Processing,PayNow,Manila,Philippines,Denim Jeans,Clothing,FashionX,89.9,28.0,1,89.9,0,89.9,89.9,61.9
156,47,2,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2023-05-08,Processing,PayNow,Manila,Philippines,Smartphone,Electronics,TechPro,899.0,500.0,1,899.0,20,899.0,719.2,319.2
157,47,16,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2023-05-08,Processing,PayNow,Manila,Philippines,Data Engineering Handbook,Books,TechBooks,59.9,15.0,2,59.9,0,119.8,119.8,89.8
158,47,12,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2023-05-08,Processing,PayNow,Manila,Philippines,Air Purifier,Home & Living,CleanAir,249.0,100.0,4,249.0,10,996.0,896.4,536.4
159,48,14,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2024-02-23,Shipped,PayNow,Ho Chi Minh City,Vietnam,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,2,69.9,20,139.8,111.84,76.64
160,48,3,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2024-02-23,Shipped,PayNow,Ho Chi Minh City,Vietnam,Wireless Headphones,Electronics,SoundMax,149.0,60.0,4,149.0,0,596.0,596.0,356.0
161,49,14,36,Jake,Scott,jake.scott@email.com,Manila,Philippines,47,Female,Platinum,2023-01-01,2023-05-11,Shipped,GrabPay,Bangkok,Thailand,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,1,69.9,5,69.9,66.4,45.5
162,50,12,44,Tom,Baker,tom.baker@email.com,Hanoi,Vietnam,44,Female,Platinum,2021-04-10,2023-06-28,Processing,PayNow,Vientiane,Laos,Air Purifier,Home & Living,CleanAir,249.0,100.0,2,249.0,0,498.0,498.0,298.0
163,50,8,44,Tom,Baker,tom.baker@email.com,Hanoi,Vietnam,44,Female,Platinum,2021-04-10,2023-06-28,Processing,PayNow,Vientiane,Laos,Running Shoes,Clothing,SpeedStep,119.0,45.0,3,119.0,0,357.0,357.0,222.0
164,50,13,44,Tom,Baker,tom.baker@email.com,Hanoi,Vietnam,44,Female,Platinum,2021-04-10,2023-06-28,Processing,PayNow,Vientiane,Laos,Desk Lamp,Home & Living,LumiLight,39.9,12.0,3,39.9,20,119.7,95.76,66.96
165,50,3,44,Tom,Baker,tom.baker@email.com,Hanoi,Vietnam,44,Female,Platinum,2021-04-10,2023-06-28,Processing,PayNow,Vientiane,Laos,Wireless Headphones,Electronics,SoundMax,149.0,60.0,2,149.0,0,298.0,298.0,178.0
166,50,20,44,Tom,Baker,tom.baker@email.com,Hanoi,Vietnam,44,Female,Platinum,2021-04-10,2023-06-28,Processing,PayNow,Vientiane,Laos,Resistance Bands Set,Sports,FitLife,25.0,7.0,1,25.0,0,25.0,25.0,18.0
167,51,5,26,Zach,Martinez,zach.martinez@email.com,Phnom Penh,Cambodia,39,Female,Bronze,2022-11-30,2024-07-15,Completed,PayNow,Singapore,Singapore,Smartwatch,Electronics,TechPro,299.0,130.0,1,299.0,0,299.0,299.0,169.0
168,51,16,26,Zach,Martinez,zach.martinez@email.com,Phnom Penh,Cambodia,39,Female,Bronze,2022-11-30,2024-07-15,Completed,PayNow,Singapore,Singapore,Data Engineering Handbook,Books,TechBooks,59.9,15.0,3,59.9,0,179.7,179.7,134.7
169,51,15,26,Zach,Martinez,zach.martinez@email.com,Phnom Penh,Cambodia,39,Female,Bronze,2022-11-30,2024-07-15,Completed,PayNow,Singapore,Singapore,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,2,49.9,10,99.8,89.82,61.02
170,51,1,26,Zach,Martinez,zach.martinez@email.com,Phnom Penh,Cambodia,39,Female,Bronze,2022-11-30,2024-07-15,Completed,PayNow,Singapore,Singapore,Laptop,Electronics,TechPro,1299.0,780.0,4,1299.0,0,5196.0,5196.0,2076.0
171,52,8,14,Noah,Davis,noah.davis@email.com,Manila,Philippines,65,Male,Silver,2021-08-03,2024-03-16,Processing,PayNow,Vientiane,Laos,Running Shoes,Clothing,SpeedStep,119.0,45.0,1,119.0,0,119.0,119.0,74.0
172,52,10,14,Noah,Davis,noah.davis@email.com,Manila,Philippines,65,Male,Silver,2021-08-03,2024-03-16,Processing,PayNow,Vientiane,Laos,Winter Jacket,Clothing,WarmWear,199.0,75.0,4,199.0,15,796.0,676.6,421.6
173,52,4,14,Noah,Davis,noah.davis@email.com,Manila,Philippines,65,Male,Silver,2021-08-03,2024-03-16,Processing,PayNow,Vientiane,Laos,Tablet,Electronics,TechPro,649.0,360.0,4,649.0,0,2596.0,2596.0,1156.0
174,53,16,30,David,Walker,david.walker@email.com,Jakarta,Indonesia,56,Male,Gold,2022-01-18,2024-03-28,Cancelled,Debit Card,Yangon,Myanmar,Data Engineering Handbook,Books,TechBooks,59.9,15.0,1,59.9,15,59.9,50.92,38.16
175,54,19,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2024-04-29,Cancelled,Credit Card,Jakarta,Indonesia,Yoga Mat,Sports,FitLife,35.0,10.0,1,35.0,10,35.0,31.5,22.5
176,54,8,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2024-04-29,Cancelled,Credit Card,Jakarta,Indonesia,Running Shoes,Clothing,SpeedStep,119.0,45.0,3,119.0,0,357.0,357.0,222.0
177,54,5,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2024-04-29,Cancelled,Credit Card,Jakarta,Indonesia,Smartwatch,Electronics,TechPro,299.0,130.0,4,299.0,0,1196.0,1196.0,676.0
178,54,10,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2024-04-29,Cancelled,Credit Card,Jakarta,Indonesia,Winter Jacket,Clothing,WarmWear,199.0,75.0,1,199.0,10,199.0,179.1,111.6
179,54,14,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2024-04-29,Cancelled,Credit Card,Jakarta,Indonesia,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,3,69.9,0,209.7,209.7,143.7
180,55,18,19,Sam,Thomas,sam.thomas@email.com,Yangon,Myanmar,47,Female,Silver,2022-11-03,2024-06-11,Completed,Credit Card,Vientiane,Laos,SQL Mastery Guide,Books,TechBooks,34.9,9.0,4,34.9,0,139.6,139.6,103.6
181,55,17,19,Sam,Thomas,sam.thomas@email.com,Yangon,Myanmar,47,Female,Silver,2022-11-03,2024-06-11,Completed,Credit Card,Vientiane,Laos,Python Cookbook,Books,TechBooks,44.9,12.0,4,44.9,0,179.6,179.6,131.6
182,55,19,19,Sam,Thomas,sam.thomas@email.com,Yangon,Myanmar,47,Female,Silver,2022-11-03,2024-06-11,Completed,Credit Card,Vientiane,Laos,Yoga Mat,Sports,FitLife,35.0,10.0,3,35.0,15,105.0,89.25,63.75
183,55,1,19,Sam,Thomas,sam.thomas@email.com,Yangon,Myanmar,47,Female,Silver,2022-11-03,2024-06-11,Completed,Credit Card,Vientiane,Laos,Laptop,Electronics,TechPro,1299.0,780.0,1,1299.0,0,1299.0,1299.0,519.0
184,55,13,19,Sam,Thomas,sam.thomas@email.com,Yangon,Myanmar,47,Female,Silver,2022-11-03,2024-06-11,Completed,Credit Card,Vientiane,Laos,Desk Lamp,Home & Living,LumiLight,39.9,12.0,1,39.9,0,39.9,39.9,27.9
185,56,4,49,Yuri,Turner,yuri.turner@email.com,Phnom Penh,Cambodia,28,Male,Bronze,2022-03-30,2023-08-29,Completed,Debit Card,Manila,Philippines,Tablet,Electronics,TechPro,649.0,360.0,3,649.0,0,1947.0,1947.0,867.0
186,56,19,49,Yuri,Turner,yuri.turner@email.com,Phnom Penh,Cambodia,28,Male,Bronze,2022-03-30,2023-08-29,Completed,Debit Card,Manila,Philippines,Yoga Mat,Sports,FitLife,35.0,10.0,1,35.0,0,35.0,35.0,25.0
187,57,11,10,Jack,Ali,jack.ali@email.com,Phnom Penh,Cambodia,40,Female,Silver,2021-03-22,2023-01-26,Completed,GrabPay,Singapore,Singapore,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,2,89.0,0,178.0,178.0,108.0
188,57,6,10,Jack,Ali,jack.ali@email.com,Phnom Penh,Cambodia,40,Female,Silver,2021-03-22,2023-01-26,Completed,GrabPay,Singapore,Singapore,Men's T-Shirt,Clothing,FashionX,29.9,8.0,4,29.9,0,119.6,119.6,87.6
189,57,15,10,Jack,Ali,jack.ali@email.com,Phnom Penh,Cambodia,40,Female,Silver,2021-03-22,2023-01-26,Completed,GrabPay,Singapore,Singapore,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,3,49.9,0,149.7,149.7,101.7
190,57,16,10,Jack,Ali,jack.ali@email.com,Phnom Penh,Cambodia,40,Female,Silver,2021-03-22,2023-01-26,Completed,GrabPay,Singapore,Singapore,Data Engineering Handbook,Books,TechBooks,59.9,15.0,1,59.9,20,59.9,47.92,35.92
191,57,19,10,Jack,Ali,jack.ali@email.com,Phnom Penh,Cambodia,40,Female,Silver,2021-03-22,2023-01-26,Completed,GrabPay,Singapore,Singapore,Yoga Mat,Sports,FitLife,35.0,10.0,2,35.0,0,70.0,70.0,50.0
192,58,10,40,Owen,Flores,owen.flores@email.com,Kuala Lumpur,Malaysia,24,Female,Bronze,2021-08-23,2023-03-16,Shipped,Bank Transfer,Yangon,Myanmar,Winter Jacket,Clothing,WarmWear,199.0,75.0,4,199.0,0,796.0,796.0,496.0
193,58,17,40,Owen,Flores,owen.flores@email.com,Kuala Lumpur,Malaysia,24,Female,Bronze,2021-08-23,2023-03-16,Shipped,Bank Transfer,Yangon,Myanmar,Python Cookbook,Books,TechBooks,44.9,12.0,1,44.9,20,44.9,35.92,26.32
194,58,13,40,Owen,Flores,owen.flores@email.com,Kuala Lumpur,Malaysia,24,Female,Bronze,2021-08-23,2023-03-16,Shipped,Bank Transfer,Yangon,Myanmar,Desk Lamp,Home & Living,LumiLight,39.9,12.0,2,39.9,0,79.8,79.8,55.8
195,59,2,13,Mia,Jones,mia.jones@email.com,Ho Chi Minh City,Vietnam,32,Female,Gold,2022-04-10,2024-12-14,Shipped,GrabPay,Hanoi,Vietnam,Smartphone,Electronics,TechPro,899.0,500.0,1,899.0,20,899.0,719.2,319.2
196,59,11,13,Mia,Jones,mia.jones@email.com,Ho Chi Minh City,Vietnam,32,Female,Gold,2022-04-10,2024-12-14,Shipped,GrabPay,Hanoi,Vietnam,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,3,89.0,5,267.0,253.65,153.9
197,59,9,13,Mia,Jones,mia.jones@email.com,Ho Chi Minh City,Vietnam,32,Female,Gold,2022-04-10,2024-12-14,Shipped,GrabPay,Hanoi,Vietnam,Denim Jeans,Clothing,FashionX,89.9,28.0,4,89.9,15,359.6,305.66,210.46
198,60,13,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2023-06-01,Completed,GrabPay,Singapore,Singapore,Desk Lamp,Home & Living,LumiLight,39.9,12.0,4,39.9,0,159.6,159.6,111.6
199,60,11,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2023-06-01,Completed,GrabPay,Singapore,Singapore,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,3,89.0,20,267.0,213.6,129.6
200,60,6,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2023-06-01,Completed,GrabPay,Singapore,Singapore,Men's T-Shirt,Clothing,FashionX,29.9,8.0,1,29.9,15,29.9,25.42,18.61
201,60,16,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2023-06-01,Completed,GrabPay,Singapore,Singapore,Data Engineering Handbook,Books,TechBooks,59.9,15.0,4,59.9,0,239.6,239.6,179.6
202,61,20,15,Olivia,Wilson,olivia.wilson@email.com,Bangkok,Thailand,32,Female,Platinum,2022-07-01,2023-06-30,Shipped,Credit Card,Phnom Penh,Cambodia,Resistance Bands Set,Sports,FitLife,25.0,7.0,3,25.0,0,75.0,75.0,54.0
203,61,6,15,Olivia,Wilson,olivia.wilson@email.com,Bangkok,Thailand,32,Female,Platinum,2022-07-01,2023-06-30,Shipped,Credit Card,Phnom Penh,Cambodia,Men's T-Shirt,Clothing,FashionX,29.9,8.0,1,29.9,0,29.9,29.9,21.9
204,61,18,15,Olivia,Wilson,olivia.wilson@email.com,Bangkok,Thailand,32,Female,Platinum,2022-07-01,2023-06-30,Shipped,Credit Card,Phnom Penh,Cambodia,SQL Mastery Guide,Books,TechBooks,34.9,9.0,3,34.9,0,104.7,104.7,77.7
205,61,10,15,Olivia,Wilson,olivia.wilson@email.com,Bangkok,Thailand,32,Female,Platinum,2022-07-01,2023-06-30,Shipped,Credit Card,Phnom Penh,Cambodia,Winter Jacket,Clothing,WarmWear,199.0,75.0,4,199.0,10,796.0,716.4,446.4
206,62,6,36,Jake,Scott,jake.scott@email.com,Manila,Philippines,47,Female,Platinum,2023-01-01,2023-09-13,Shipped,Debit Card,Kuala Lumpur,Malaysia,Men's T-Shirt,Clothing,FashionX,29.9,8.0,1,29.9,15,29.9,25.42,18.61
207,62,15,36,Jake,Scott,jake.scott@email.com,Manila,Philippines,47,Female,Platinum,2023-01-01,2023-09-13,Shipped,Debit Card,Kuala Lumpur,Malaysia,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,3,49.9,10,149.7,134.73,91.53
208,62,12,36,Jake,Scott,jake.scott@email.com,Manila,Philippines,47,Female,Platinum,2023-01-01,2023-09-13,Shipped,Debit Card,Kuala Lumpur,Malaysia,Air Purifier,Home & Living,CleanAir,249.0,100.0,4,249.0,0,996.0,996.0,596.0
